#############################################################
## Master Feed of known, active and non-sinkholed C&Cs indicators
## 
## HIGH CONFIDENCE FAMILIES ONLY
## 
## Feed generated at: 2023-03-03 14:21 
##
## Feed Provided By: John Bambenek of Bambenek Consulting
## jcb@bambenekconsulting.com // http://bambenekconsulting.com
## Use of this feed is governed by the license here: 
## http://osint.bambenekconsulting.com/license.txt 
##
## For more information on this feed go to: 
## http://osint.bambenekconsulting.com/manual/c2-allmasterlist.txt
## 
## All times are in UTC
## 
## Fields are: 
## Domain,IPs,CIDR,IPv6,ASN,Auth NS servers,Auth NS IPs, Description, Manual
## Multiple entries in a field (i.e. multiple IPs) are | delimited 
#############################################################
iqwifsunu.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
itifvo.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
klofmvcx.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
kqrhri.mooo.com,75.5.255.185,75.4.0.0/14,,7018,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
lbimniu.yi.org,69.41.162.77,None,,None,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
mpzohtore.com,172.252.8.104,172.252.0.0/17,,18779,a.share-dns.com|b.share-dns.net|ns1.gname.net|ns2.gname.net,162.159.26.46|162.159.27.239|162.159.27.251|162.159.27.88|162.159.48.161|162.159.48.223,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
muodaclf.yi.org,209.160.65.66,209.160.64.0/20,,14361,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
ngbmfsbuql.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
oalierb.com,81.17.18.198,81.17.16.0/20,,51852,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
pcajqcaof.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
qpyosxkmcc.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
qwzsprieo.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
udtwirqzhdm.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
unqtrauoe.com,34.98.99.30,34.96.0.0/14,,396982,ns31.domaincontrol.com|ns32.domaincontrol.com,97.74.105.16|173.201.73.16,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
urizadek.com,154.219.153.114,154.219.128.0/18,,134548,a.share-dns.com|b.share-dns.net|ns1.gname.net|ns2.gname.net,162.159.26.46|162.159.27.239|162.159.27.251|162.159.27.88|162.159.48.161|162.159.48.223,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
wmvrlpvpqxu.yi.org,209.160.65.66,209.160.64.0/20,,14361,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
xlfstaxlrui.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
zalinufo.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
zssdxcq.yi.org,143.215.15.199,143.215.0.0/16,,2637,,,Master Indicator Feed for kraken non-sinkholed domains,http://osint.bambenekconsulting.com/manual/kraken.txt
1e5ed33b35e68.org,199.21.76.77,199.21.76.0/23,,32475,ns1.1e5ed33b35e68.org|ns2.1e5ed33b35e68.org|ns3.1e5ed33b35e68.org|ns4.1e5ed33b35e68.org|ns5.1e5ed33b35e68.org|ns6.1e5ed33b35e68.org|ns7.1e5ed33b35e68.org|ns8.1e5ed33b35e68.org,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for monerodownloader non-sinkholed domains,http://osint.bambenekconsulting.com/manual/monerodownloader.txt
295d3a9d46eab.org,107.6.74.76,107.6.72.0/21,,32475,ns1.295d3a9d46eab.org|ns2.295d3a9d46eab.org|ns3.295d3a9d46eab.org|ns4.295d3a9d46eab.org|ns5.295d3a9d46eab.org|ns6.295d3a9d46eab.org|ns7.295d3a9d46eab.org|ns8.295d3a9d46eab.org,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for monerodownloader non-sinkholed domains,http://osint.bambenekconsulting.com/manual/monerodownloader.txt
35086374f5fd9.org,173.231.189.15,173.231.128.0/18,,32475,ns1.35086374f5fd9.org|ns2.35086374f5fd9.org|ns3.35086374f5fd9.org|ns4.35086374f5fd9.org|ns5.35086374f5fd9.org|ns6.35086374f5fd9.org|ns7.35086374f5fd9.org|ns8.35086374f5fd9.org,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for monerodownloader non-sinkholed domains,http://osint.bambenekconsulting.com/manual/monerodownloader.txt
50a54789f13ab.org,107.6.74.76,107.6.72.0/21,,32475,ns1.50a54789f13ab.org|ns2.50a54789f13ab.org|ns3.50a54789f13ab.org|ns4.50a54789f13ab.org|ns5.50a54789f13ab.org|ns6.50a54789f13ab.org|ns7.50a54789f13ab.org|ns8.50a54789f13ab.org,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for monerodownloader non-sinkholed domains,http://osint.bambenekconsulting.com/manual/monerodownloader.txt
56614fa341ac1.org,206.191.152.37,206.191.152.0/23,,32475,ns1.56614fa341ac1.org|ns2.56614fa341ac1.org|ns3.56614fa341ac1.org|ns4.56614fa341ac1.org|ns5.56614fa341ac1.org|ns6.56614fa341ac1.org|ns7.56614fa341ac1.org|ns8.56614fa341ac1.org,52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for monerodownloader non-sinkholed domains,http://osint.bambenekconsulting.com/manual/monerodownloader.txt
735b8f4fe8242.org,72.26.218.86,72.26.216.0/22,,32475,ns1.735b8f4fe8242.org|ns2.735b8f4fe8242.org|ns3.735b8f4fe8242.org|ns4.735b8f4fe8242.org|ns5.735b8f4fe8242.org|ns6.735b8f4fe8242.org|ns7.735b8f4fe8242.org|ns8.735b8f4fe8242.org,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for monerodownloader non-sinkholed domains,http://osint.bambenekconsulting.com/manual/monerodownloader.txt
aanparshnh.com,23.82.12.32,23.82.8.0/21,,30633,ns1.thednscloud.com|ns2.thednscloud.com,23.82.12.28|212.32.237.72,Master Indicator Feed for mydoom non-sinkholed domains,http://osint.bambenekconsulting.com/manual/mydoom.txt
aewrhprres.com,23.82.12.30,23.82.8.0/21,,30633,ns1.thednscloud.com|ns2.thednscloud.com,23.82.12.28|212.32.237.72,Master Indicator Feed for mydoom non-sinkholed domains,http://osint.bambenekconsulting.com/manual/mydoom.txt
aharwhphnh.com,23.82.12.32,23.82.8.0/21,,30633,ns1.thednscloud.com|ns2.thednscloud.com,23.82.12.28|212.32.237.72,Master Indicator Feed for mydoom non-sinkholed domains,http://osint.bambenekconsulting.com/manual/mydoom.txt
asnrrsamsa.com,23.82.12.32,23.82.8.0/21,,30633,ns1.thednscloud.com|ns2.thednscloud.com,23.82.12.28|212.32.237.72,Master Indicator Feed for mydoom non-sinkholed domains,http://osint.bambenekconsulting.com/manual/mydoom.txt
rsrsemnren.org,23.82.12.32,23.82.8.0/21,,30633,ns1.thednscloud.com|ns2.thednscloud.com,23.82.12.28|212.32.237.72,Master Indicator Feed for mydoom non-sinkholed domains,http://osint.bambenekconsulting.com/manual/mydoom.txt
wpqqhhspps.in,63.251.126.10,63.251.126.0/23,,14636,ns1.wpqqhhspps.in|ns2.wpqqhhspps.in|ns3.wpqqhhspps.in|ns4.wpqqhhspps.in,3.88.85.25|52.91.240.174|54.167.117.17|107.22.84.114,Master Indicator Feed for mydoom non-sinkholed domains,http://osint.bambenekconsulting.com/manual/mydoom.txt
hakhanh.com,128.199.70.6,128.199.64.0/18,,14061,ns1.tenmienban.com|ns2.tenmienban.com,128.199.70.6,Master Indicator Feed for necurs non-sinkholed domains (this IP is encoded it is NOT actualy IP used by C2,http://osint.bambenekconsulting.com/manual/necurs.txt
aaaacqmeeoeumwey.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
ceigqweqwaywiqgu.org,206.189.61.126,206.189.48.0/20,2a03:b0c0:3:d0::d52:4001,14061,ns1.dyna-ns.net|ns2.dyna-ns.net,162.159.24.5|162.159.25.5|162.159.26.92|162.159.27.158,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
cekoqkkyyyoamasu.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
eikwseakgayaigia.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
eimqqakugeccgwak.org,64.225.91.73,64.225.88.0/22,,14061,ns03.domaincntrol.com|ns04.domaincntrol.com,143.244.210.78|164.90.244.237,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
emasgmmkwoceewuo.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
iuykayqoyqcgwuku.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
kyckcseewaomuacy.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
kyqmoiwoegeeyeua.org,80.92.67.155,80.92.64.0/19,,24611,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
mcgsamcgekiqwumu.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
soogmugokqoksmuw.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
uoaccgeaygsaagga.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
uogwoigiuweyccsw.org,64.225.91.73,64.225.88.0/22,,14061,ns03.domaincntrol.com|ns04.domaincntrol.com,143.244.210.78|164.90.244.237,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
wscseycuescwkicg.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
wwgqmccemisoscom.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
ywweesuqyaqcaawi.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramdo non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramdo.txt
altstadrnl.com,81.17.29.150,81.17.16.0/20,,51852,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
andeyvgrdm.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
atiomptajshj.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
aulinnkija.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
blegrjingke.com,81.17.29.147,81.17.16.0/20,,51852,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
btwiprean.com,81.17.18.196,81.17.16.0/20,,51852,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
cbtorrinve.com,63.141.242.45,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
centxhegox.com,63.141.242.43,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
cionkugrks.com,63.141.242.44,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
dhusttonj.com,63.141.242.43,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
dingedfhphrbp.com,63.141.242.44,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
dtllanbtk.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
dybinefongt.com,63.141.242.44,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
eacrhstop.com,192.187.111.222,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
eibmornpk.com,217.20.116.134,217.20.112.0/21,,28753,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
emcionsrrvq.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
eoefbvere.com,192.187.111.219,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
eoranmokx.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
fatesvmic.com,192.187.111.222,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
hestemnlikvi.com,192.187.111.220,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
hgnftgngjegoghjegv.com,217.20.116.136,217.20.112.0/21,,28753,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
htrarioud.com,63.141.242.43,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
huebebrcar.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
iretimaew.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
iyaoxiand.com,192.187.111.219,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
jfliciterch.com,81.17.18.194,81.17.16.0/20,,51852,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
joyandsra.com,63.141.242.45,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
jpcqdmfvn.com,46.165.220.155,46.165.192.0/18,,28753,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
kmenfyome.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
lajlfdbqqr.com,46.165.220.151,46.165.192.0/18,,28753,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
lglycbare.com,63.141.242.45,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
lkmlcored.com,192.187.111.220,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
mandaitnx.com,192.187.111.219,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
miliropetiingco.com,192.187.111.220,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
mmecjreso.com,63.141.242.44,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
mreaehesm.com,63.141.242.45,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
nihsxhvkfjwotm.bid,46.165.254.202,46.165.192.0/18,,28753,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
nlescverx.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
nrtioyfoij.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
ocwkeatterr.com,192.187.111.219,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
odessyoidt.com,63.141.242.45,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
okiwareme.com,192.187.111.219,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
pmateenvs.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
prugingmo.com,192.187.111.219,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
psmardieee.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
puittsland.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
pverinsugxq.com,192.187.111.222,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
qdxbgtalumvj.com,64.225.91.73,64.225.88.0/22,,14061,ns03.domaincntrol.com|ns04.domaincntrol.com,143.244.210.78|164.90.244.237,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
